,Producto,Precio,Unidades Vendidas,Ciudad,Genero Comprador,Satisfacción Cliente,Tiempo de Envío (días),Total Ventas
531,Mouse,222,31,Madrid,M,5,13,6882
532,Teclado,1780,199,Madrid,F,4,1,354220
533,Monitor,127,222,Portugal,M,5,12,28194
534,Monitor,907,174,Barcelona,M,1,5,157818
535,Laptop,582,65,Valencia,M,5,8,37830
536,Smartphone,809,74,Portugal,M,9,1,59866
537,Smartphone,810,157,Valencia,M,1,8,127170
538,Mouse,1185,31,Barcelona,M,2,12,36735
539,Audifonos,1594,216,Barcelona,F,3,11,344304
540,Monitor,119,186,Barcelona,F,6,13,22134
541,Teclado,499,67,Barcelona,F,9,5,33433
542,Teclado,1060,24,Barcelona,M,4,11,25440
543,Mouse,1006,37,Barcelona,M,8,4,37222
544,Teclado,1458,84,Madrid,F,9,4,122472
545,Audifonos,459,111,Barcelona,M,8,9,50949
546,Mouse,1287,151,Valencia,M,9,2,194337
547,Laptop,759,107,Barcelona,F,1,6,81213
548,Audifonos,1439,47,Portugal,F,2,6,67633
549,Laptop,1962,68,Barcelona,M,8,5,133416
550,Monitor,1353,209,Valencia,M,8,3,282777
551,Audifonos,1513,283,Valencia,M,8,8,428179
552,Laptop,1695,276,Valencia,F,4,13,467820
553,Teclado,1284,238,Valencia,F,6,8,305592
554,Monitor,1201,204,Portugal,M,8,12,245004
555,Mouse,237,23,Valencia,M,7,8,5451
556,Mouse,1422,11,Madrid,M,2,14,15642
557,Mouse,1330,187,Madrid,M,8,12,248710
558,Monitor,349,195,Barcelona,M,6,11,68055
559,Audifonos,1452,269,Portugal,F,8,13,390588
560,Laptop,844,183,Portugal,M,6,14,154452
561,Teclado,761,146,Valencia,F,6,1,111106
562,Monitor,75,229,Madrid,F,5,8,17175
563,Monitor,953,72,Valencia,M,2,7,68616
564,Monitor,124,112,Madrid,F,4,12,13888
565,Smartphone,970,243,Valencia,F,6,9,235710
566,Mouse,1664,250,Barcelona,M,6,7,416000
567,Mouse,881,81,Barcelona,M,1,3,71361
568,Smartphone,656,221,Valencia,F,5,10,144976
569,Teclado,305,297,Barcelona,F,9,4,90585
570,Mouse,1576,99,Valencia,F,2,4,156024
571,Monitor,1056,259,Barcelona,M,6,6,273504
572,Monitor,233,277,Madrid,F,7,7,64541
573,Laptop,621,266,Madrid,F,7,1,165186
574,Teclado,1361,279,Madrid,M,8,9,379719
575,Teclado,383,143,Barcelona,F,9,12,54769
576,Audifonos,102,168,Madrid,M,7,1,17136
577,Teclado,77,144,Madrid,M,1,2,11088
578,Laptop,1342,55,Valencia,F,2,8,73810
579,Audifonos,838,164,Portugal,M,4,5,137432
580,Mouse,384,19,Madrid,M,7,12,7296
581,Audifonos,171,17,Barcelona,M,9,2,2907
582,Audifonos,1329,265,Portugal,F,1,2,352185
583,Teclado,1334,81,Portugal,F,7,11,108054
584,Mouse,528,95,Portugal,M,1,4,50160
585,Teclado,255,222,Portugal,M,7,11,56610
586,Monitor,1649,89,Portugal,F,8,12,146761
587,Teclado,1911,121,Barcelona,F,2,3,231231
588,Mouse,977,281,Portugal,F,4,7,274537
589,Monitor,266,108,Valencia,M,5,13,28728
590,Laptop,1696,58,Valencia,F,5,6,98368
591,Smartphone,233,106,Portugal,F,5,9,24698
592,Mouse,954,63,Barcelona,M,3,4,60102
593,Monitor,251,249,Madrid,F,4,14,62499
594,Smartphone,57,14,Portugal,M,6,9,798
595,Teclado,381,45,Madrid,M,7,6,17145
596,Smartphone,471,78,Valencia,F,2,10,36738
597,Teclado,1772,211,Madrid,F,2,8,373892
598,Mouse,1155,186,Portugal,M,3,13,214830
599,Teclado,130,140,Madrid,M,3,12,18200
600,Audifonos,751,72,Valencia,F,1,5,54072
601,Audifonos,1858,12,Barcelona,F,8,9,22296
602,Laptop,350,77,Portugal,M,8,5,26950
603,Audifonos,190,188,Madrid,F,3,13,35720
604,Audifonos,1475,159,Barcelona,M,7,8,234525
605,Smartphone,611,9,Barcelona,F,4,9,5499
606,Mouse,1318,192,Madrid,M,6,13,253056
607,Monitor,1101,271,Barcelona,M,5,1,298371
608,Monitor,1038,90,Barcelona,M,2,14,93420
609,Audifonos,211,147,Barcelona,M,3,1,31017
610,Smartphone,1643,165,Portugal,M,8,13,271095
611,Laptop,767,279,Valencia,M,9,4,213993
612,Monitor,294,19,Barcelona,M,5,13,5586
613,Monitor,617,143,Valencia,F,3,13,88231
614,Laptop,760,117,Barcelona,M,2,14,88920
615,Monitor,322,120,Barcelona,M,4,9,38640
616,Mouse,1655,184,Barcelona,M,7,5,304520
617,Audifonos,1537,298,Barcelona,M,2,8,458026
618,Mouse,1171,103,Valencia,F,4,12,120613
619,Audifonos,196,108,Barcelona,M,5,14,21168
620,Monitor,1767,231,Madrid,F,1,12,408177
621,Monitor,1635,266,Barcelona,F,7,2,434910
622,Mouse,415,115,Portugal,M,4,3,47725
623,Monitor,736,207,Portugal,F,9,3,152352
624,Monitor,510,286,Valencia,F,9,13,145860
625,Teclado,1321,15,Barcelona,F,2,2,19815
626,Mouse,569,66,Barcelona,M,4,9,37554
627,Audifonos,1690,94,Barcelona,M,4,8,158860
628,Laptop,1204,187,Barcelona,M,8,5,225148
629,Audifonos,929,24,Portugal,M,5,12,22296
630,Teclado,1884,147,Madrid,F,4,6,276948
631,Laptop,1066,274,Madrid,F,9,2,292084
632,Smartphone,718,155,Portugal,M,8,3,111290
633,Monitor,1827,215,Madrid,M,9,8,392805
634,Audifonos,840,18,Portugal,M,8,1,15120
635,Monitor,246,205,Valencia,F,2,4,50430
636,Mouse,116,58,Barcelona,F,8,6,6728
637,Monitor,1729,243,Portugal,M,2,12,420147
638,Mouse,965,255,Madrid,M,8,11,246075
639,Audifonos,690,7,Portugal,M,5,11,4830
640,Monitor,1181,86,Valencia,M,7,13,101566
641,Teclado,1328,208,Madrid,M,4,14,276224
642,Laptop,1342,273,Valencia,F,3,11,366366
643,Monitor,1686,246,Valencia,M,2,9,414756
644,Laptop,567,111,Valencia,M,9,12,62937
645,Smartphone,1847,91,Valencia,F,6,13,168077
646,Monitor,559,179,Barcelona,M,4,6,100061
647,Laptop,817,136,Madrid,M,1,4,111112
648,Monitor,59,205,Portugal,M,6,2,12095
649,Monitor,665,134,Madrid,F,8,8,89110
650,Mouse,943,290,Barcelona,F,5,14,273470
651,Monitor,1614,222,Barcelona,F,7,6,358308
652,Audifonos,1865,108,Valencia,M,7,9,201420
653,Teclado,1304,215,Portugal,F,5,14,280360
654,Mouse,628,242,Madrid,F,8,1,151976
655,Audifonos,1750,189,Madrid,M,6,1,330750
656,Laptop,1966,19,Valencia,F,2,4,37354
657,Laptop,820,217,Madrid,M,7,12,177940
658,Monitor,1665,261,Valencia,M,4,14,434565
659,Teclado,519,179,Portugal,M,7,8,92901
660,Mouse,155,276,Barcelona,M,1,14,42780
661,Audifonos,499,221,Barcelona,M,6,5,110279
662,Audifonos,1649,145,Madrid,F,7,1,239105
663,Smartphone,682,177,Madrid,F,5,5,120714
664,Smartphone,1771,92,Madrid,F,9,9,162932
665,Teclado,352,291,Barcelona,M,2,6,102432
666,Monitor,1204,58,Valencia,F,6,2,69832
667,Smartphone,1539,18,Portugal,F,5,12,27702
668,Mouse,1444,151,Madrid,F,9,4,218044
669,Audifonos,1558,7,Portugal,F,1,9,10906
670,Smartphone,942,99,Valencia,F,8,12,93258
671,Monitor,981,278,Barcelona,M,4,1,272718
672,Teclado,814,256,Valencia,F,4,11,208384
673,Monitor,496,98,Portugal,M,5,6,48608
674,Laptop,1186,131,Barcelona,F,5,13,155366
675,Mouse,1570,101,Barcelona,M,6,13,158570
676,Audifonos,1114,108,Barcelona,M,3,9,120312
677,Mouse,773,267,Valencia,F,4,11,206391
678,Smartphone,498,289,Portugal,F,8,7,143922
679,Teclado,356,287,Portugal,F,6,11,102172
680,Monitor,1318,86,Barcelona,F,6,10,113348
681,Smartphone,1451,110,Valencia,M,1,9,159610
682,Smartphone,129,37,Valencia,M,6,2,4773
683,Monitor,1249,217,Valencia,F,1,8,271033
684,Monitor,1975,7,Madrid,F,7,3,13825
685,Teclado,1575,274,Madrid,M,3,2,431550
686,Teclado,1352,124,Valencia,F,7,8,167648
687,Audifonos,859,234,Valencia,F,5,13,201006
688,Mouse,71,134,Portugal,F,9,4,9514
689,Audifonos,1783,173,Portugal,M,5,1,308459
690,Mouse,1918,33,Barcelona,F,2,2,63294
691,Smartphone,268,265,Madrid,M,2,1,71020
692,Monitor,1756,1,Madrid,F,7,1,1756
693,Monitor,65,97,Valencia,M,7,10,6305
694,Smartphone,1120,111,Barcelona,M,2,1,124320
695,Teclado,1388,39,Portugal,F,2,5,54132
696,Monitor,1677,168,Barcelona,M,1,13,281736
697,Mouse,343,69,Madrid,M,5,8,23667
698,Audifonos,1900,161,Barcelona,M,7,6,305900
699,Teclado,356,3,Portugal,M,1,12,1068
700,Smartphone,710,168,Portugal,M,7,10,119280
701,Mouse,760,38,Barcelona,M,6,5,28880
702,Teclado,101,261,Madrid,M,5,11,26361
703,Smartphone,1846,267,Barcelona,F,3,2,492882
704,Teclado,800,245,Portugal,F,8,14,196000
705,Laptop,450,265,Madrid,F,6,3,119250
706,Smartphone,545,144,Madrid,M,1,4,78480
707,Smartphone,1996,263,Barcelona,F,4,3,524948
708,Smartphone,357,184,Valencia,M,7,13,65688
709,Audifonos,1613,27,Valencia,F,7,4,43551
710,Audifonos,988,269,Valencia,M,3,3,265772
711,Teclado,1237,68,Portugal,M,9,7,84116
712,Laptop,537,213,Valencia,M,2,11,114381
713,Monitor,1047,112,Valencia,F,8,11,117264
714,Mouse,748,188,Portugal,F,7,1,140624
715,Teclado,1725,53,Valencia,F,8,8,91425
716,Monitor,1433,167,Valencia,F,3,1,239311
717,Monitor,154,106,Valencia,M,9,7,16324
718,Laptop,1672,290,Madrid,M,4,2,484880
719,Smartphone,1314,244,Madrid,M,4,4,320616
720,Laptop,636,214,Barcelona,M,3,4,136104
721,Audifonos,1957,131,Madrid,M,6,7,256367
722,Monitor,706,134,Valencia,F,1,1,94604
723,Monitor,1397,224,Madrid,F,8,2,312928
724,Teclado,345,81,Valencia,F,2,12,27945
725,Monitor,1992,208,Barcelona,F,1,5,414336
726,Mouse,1469,59,Valencia,M,2,4,86671
727,Smartphone,1857,235,Barcelona,F,9,12,436395
728,Teclado,1623,26,Valencia,F,6,14,42198
729,Laptop,591,293,Valencia,F,4,2,173163
730,Smartphone,1517,83,Madrid,M,8,2,125911
731,Monitor,1654,127,Madrid,M,3,2,210058
732,Audifonos,1101,291,Portugal,M,5,10,320391
733,Laptop,1908,169,Valencia,M,3,13,322452
734,Mouse,1476,243,Madrid,F,5,9,358668
735,Monitor,232,231,Portugal,M,9,3,53592
736,Audifonos,762,140,Portugal,F,4,2,106680
737,Laptop,1546,90,Valencia,F,5,10,139140
738,Teclado,829,172,Madrid,M,3,2,142588
739,Audifonos,1699,104,Barcelona,F,2,5,176696
740,Monitor,416,91,Madrid,F,4,10,37856
741,Laptop,1876,220,Barcelona,F,7,1,412720
742,Teclado,795,110,Portugal,M,2,4,87450
743,Teclado,1360,145,Portugal,M,3,4,197200
744,Smartphone,1829,72,Barcelona,F,4,8,131688
745,Monitor,147,132,Valencia,M,9,3,19404
746,Mouse,529,277,Portugal,F,9,12,146533
747,Smartphone,1673,172,Portugal,M,2,8,287756
748,Smartphone,169,201,Portugal,F,9,1,33969
749,Audifonos,906,7,Barcelona,M,4,6,6342
750,Audifonos,690,94,Madrid,M,9,4,64860
751,Monitor,1496,38,Valencia,F,3,2,56848
752,Mouse,1118,49,Valencia,F,4,4,54782
753,Laptop,709,136,Madrid,F,3,12,96424
754,Smartphone,1024,294,Portugal,F,6,6,301056
755,Laptop,322,117,Valencia,F,3,12,37674
756,Mouse,1526,143,Madrid,M,5,14,218218
757,Teclado,964,7,Portugal,F,2,13,6748
758,Teclado,1405,235,Madrid,M,2,13,330175
759,Teclado,1002,218,Valencia,M,8,13,218436
760,Laptop,888,175,Valencia,M,5,7,155400
761,Audifonos,1646,65,Portugal,M,7,6,106990
762,Laptop,628,145,Madrid,M,1,5,91060
763,Audifonos,1618,143,Madrid,F,6,2,231374
764,Smartphone,827,259,Barcelona,M,1,2,214193
765,Audifonos,121,101,Valencia,M,6,1,12221
766,Laptop,536,72,Valencia,F,4,7,38592
767,Monitor,1689,194,Portugal,F,6,12,327666
768,Laptop,225,237,Valencia,F,1,9,53325
769,Laptop,414,19,Barcelona,M,2,11,7866
770,Audifonos,1911,52,Madrid,M,1,2,99372
771,Monitor,1502,177,Valencia,M,5,7,265854
772,Smartphone,59,56,Valencia,F,2,5,3304
773,Monitor,1150,183,Madrid,M,1,11,210450
774,Audifonos,362,102,Madrid,M,3,3,36924
775,Laptop,897,113,Valencia,M,3,5,101361
776,Smartphone,1256,274,Barcelona,F,5,10,344144
777,Laptop,1512,196,Portugal,F,6,5,296352
778,Monitor,1426,278,Portugal,F,5,6,396428
779,Smartphone,451,168,Madrid,M,2,2,75768
780,Audifonos,1181,261,Barcelona,F,8,13,308241
781,Teclado,1661,267,Madrid,M,8,1,443487
782,Mouse,263,158,Portugal,M,3,5,41554
783,Smartphone,1392,279,Valencia,F,4,2,388368
784,Mouse,306,151,Valencia,F,5,10,46206
785,Monitor,448,118,Barcelona,F,6,5,52864
786,Laptop,1056,118,Portugal,M,7,13,124608
787,Smartphone,1813,39,Portugal,M,5,10,70707
788,Monitor,859,3,Madrid,F,8,13,2577
789,Mouse,1502,38,Valencia,F,2,11,57076
790,Monitor,1433,142,Valencia,F,1,7,203486
791,Teclado,593,272,Valencia,F,1,13,161296
792,Audifonos,674,18,Portugal,F,5,7,12132
793,Monitor,400,97,Madrid,F,7,14,38800
794,Teclado,814,286,Valencia,M,9,4,232804
795,Teclado,1987,259,Portugal,F,9,8,514633
796,Laptop,221,40,Barcelona,F,3,8,8840
797,Mouse,1325,191,Valencia,F,9,6,253075
798,Smartphone,147,181,Valencia,M,4,4,26607
799,Smartphone,1454,64,Valencia,M,3,13,93056
800,Monitor,1070,238,Portugal,M,1,6,254660
801,Audifonos,717,297,Madrid,M,5,7,212949
802,Audifonos,465,279,Valencia,F,1,7,129735
803,Mouse,1620,120,Valencia,M,7,11,194400
804,Mouse,310,27,Barcelona,M,6,11,8370
805,Audifonos,677,251,Madrid,F,5,6,169927
806,Smartphone,1219,218,Portugal,F,1,1,265742
807,Smartphone,1382,189,Portugal,M,9,4,261198
808,Teclado,638,92,Madrid,F,2,1,58696
809,Teclado,676,139,Madrid,M,1,6,93964
810,Monitor,636,133,Portugal,F,9,11,84588
811,Teclado,430,29,Madrid,F,1,2,12470
812,Mouse,1959,137,Valencia,F,3,4,268383
813,Audifonos,702,269,Barcelona,M,2,7,188838
814,Mouse,1249,90,Valencia,F,9,11,112410
815,Laptop,1390,80,Madrid,F,8,9,111200
816,Monitor,1964,97,Madrid,M,9,12,190508
817,Audifonos,506,176,Valencia,F,9,5,89056
818,Mouse,1537,258,Portugal,M,9,8,396546
819,Audifonos,1410,293,Portugal,M,9,6,413130
820,Monitor,1729,69,Barcelona,F,7,7,119301
821,Smartphone,540,271,Barcelona,M,1,12,146340
822,Mouse,641,153,Barcelona,M,5,8,98073
823,Mouse,710,95,Portugal,F,5,8,67450
824,Monitor,588,132,Madrid,M,2,12,77616
825,Mouse,1865,74,Portugal,M,9,13,138010
826,Monitor,902,77,Barcelona,F,6,7,69454
827,Teclado,335,151,Valencia,M,3,9,50585
828,Mouse,621,139,Barcelona,F,4,8,86319
829,Audifonos,713,103,Portugal,F,1,4,73439
830,Audifonos,1586,166,Barcelona,M,6,9,263276
831,Audifonos,950,243,Valencia,M,6,6,230850
832,Mouse,284,111,Valencia,M,2,3,31524
833,Teclado,602,214,Madrid,M,5,3,128828
834,Mouse,1082,67,Portugal,F,9,5,72494
835,Teclado,1841,76,Valencia,F,9,6,139916
836,Laptop,746,232,Madrid,F,3,8,173072
837,Smartphone,89,15,Valencia,F,6,6,1335
838,Monitor,353,169,Barcelona,F,9,2,59657
839,Monitor,1960,293,Valencia,M,8,3,574280
840,Monitor,656,213,Valencia,M,1,5,139728
841,Teclado,197,180,Madrid,F,3,4,35460
842,Smartphone,912,124,Barcelona,F,7,7,113088
843,Mouse,122,148,Valencia,F,9,3,18056
844,Monitor,1820,222,Valencia,M,8,12,404040
845,Smartphone,1193,206,Madrid,F,2,11,245758
846,Teclado,283,47,Barcelona,M,6,2,13301
847,Mouse,1123,260,Portugal,F,7,4,291980
848,Laptop,1290,155,Barcelona,F,4,12,199950
849,Teclado,468,291,Madrid,M,7,13,136188
850,Mouse,467,17,Portugal,F,8,8,7939
851,Smartphone,251,78,Valencia,M,6,2,19578
852,Teclado,1971,34,Valencia,F,1,1,67014
853,Teclado,1252,93,Portugal,M,3,12,116436
854,Audifonos,1610,280,Barcelona,M,1,14,450800
855,Monitor,1542,128,Portugal,M,3,11,197376
856,Audifonos,124,214,Madrid,F,3,5,26536
857,Monitor,1196,87,Valencia,M,2,12,104052
858,Audifonos,997,154,Valencia,M,1,8,153538
859,Audifonos,190,100,Portugal,F,9,6,19000
860,Laptop,415,269,Madrid,M,3,10,111635
861,Smartphone,1150,171,Valencia,F,9,2,196650
862,Mouse,1833,123,Portugal,M,8,3,225459
863,Audifonos,466,43,Valencia,F,1,3,20038
864,Teclado,1696,85,Portugal,F,6,3,144160
865,Laptop,954,129,Portugal,M,5,8,123066
866,Mouse,1467,166,Barcelona,F,9,11,243522
867,Laptop,1275,223,Portugal,M,9,13,284325
868,Mouse,1181,233,Valencia,M,1,2,275173
869,Audifonos,1999,122,Madrid,M,9,13,243878
870,Audifonos,718,162,Portugal,M,8,11,116316
871,Laptop,705,166,Portugal,F,2,14,117030
872,Laptop,1389,298,Valencia,M,8,4,413922
873,Laptop,441,170,Portugal,F,8,13,74970
874,Laptop,1547,137,Valencia,M,6,14,211939
875,Laptop,1878,109,Barcelona,F,9,6,204702
876,Audifonos,677,295,Madrid,M,1,11,199715
877,Monitor,920,260,Barcelona,F,6,8,239200
878,Teclado,337,9,Valencia,M,6,13,3033
879,Audifonos,67,163,Barcelona,M,5,13,10921
880,Teclado,697,208,Valencia,F,7,3,144976
881,Smartphone,809,270,Madrid,M,2,9,218430
882,Mouse,416,170,Barcelona,F,9,12,70720
883,Smartphone,1656,121,Madrid,F,6,9,200376
884,Teclado,53,218,Barcelona,F,5,1,11554
885,Smartphone,558,267,Madrid,M,7,8,148986
886,Monitor,1929,100,Barcelona,F,3,4,192900
887,Monitor,1889,273,Portugal,M,5,3,515697
888,Laptop,954,188,Barcelona,M,1,7,179352
889,Mouse,558,119,Valencia,F,3,8,66402
890,Audifonos,342,90,Barcelona,M,7,13,30780
891,Smartphone,1824,181,Madrid,F,1,3,330144
892,Teclado,788,24,Valencia,M,1,7,18912
893,Monitor,1015,286,Valencia,M,8,11,290290
894,Laptop,1643,119,Valencia,M,9,10,195517
895,Smartphone,1786,221,Madrid,F,8,3,394706
896,Audifonos,1741,297,Madrid,F,5,12,517077
897,Teclado,997,190,Barcelona,F,8,11,189430
898,Monitor,1518,189,Valencia,F,9,5,286902
899,Audifonos,617,149,Valencia,M,4,5,91933
900,Mouse,1410,214,Portugal,M,7,14,301740
901,Audifonos,216,1,Valencia,F,3,7,216
902,Audifonos,929,266,Valencia,F,6,12,247114
903,Smartphone,480,237,Madrid,F,7,9,113760
904,Mouse,1231,263,Portugal,M,4,3,323753
905,Smartphone,1458,162,Portugal,M,7,4,236196
906,Smartphone,1446,91,Madrid,F,7,13,131586
907,Monitor,1027,248,Valencia,M,3,14,254696
908,Audifonos,132,184,Madrid,F,6,14,24288
909,Audifonos,478,120,Madrid,F,1,1,57360
910,Teclado,1010,272,Portugal,F,5,7,274720
911,Smartphone,804,154,Barcelona,M,1,1,123816
912,Teclado,1777,50,Portugal,M,9,6,88850
913,Teclado,1006,96,Valencia,F,6,12,96576
914,Laptop,700,299,Barcelona,M,4,3,209300
915,Mouse,591,81,Madrid,M,5,13,47871
916,Teclado,411,6,Portugal,M,5,3,2466
917,Teclado,760,140,Portugal,F,6,2,106400
918,Smartphone,1980,27,Valencia,M,8,10,53460
919,Monitor,304,103,Portugal,F,8,4,31312
920,Monitor,1173,40,Barcelona,F,8,11,46920
921,Laptop,85,282,Portugal,M,7,5,23970
922,Laptop,1062,159,Portugal,F,7,5,168858
923,Audifonos,1403,153,Valencia,F,7,1,214659
924,Monitor,1362,14,Barcelona,F,7,9,19068
925,Smartphone,329,238,Madrid,M,4,11,78302
926,Laptop,416,229,Barcelona,M,1,6,95264
927,Laptop,376,192,Barcelona,F,6,2,72192
928,Monitor,1975,53,Valencia,M,9,10,104675
929,Audifonos,1919,285,Barcelona,F,2,10,546915
930,Smartphone,1446,75,Barcelona,M,3,11,108450
931,Mouse,133,126,Madrid,M,2,3,16758
932,Mouse,1130,32,Valencia,M,3,13,36160
933,Mouse,277,147,Madrid,F,8,7,40719
934,Laptop,507,195,Valencia,M,1,7,98865
935,Audifonos,1381,22,Valencia,F,5,3,30382
936,Teclado,1682,68,Madrid,M,2,10,114376
937,Mouse,1167,128,Valencia,F,8,11,149376
938,Smartphone,1997,180,Valencia,M,9,14,359460
939,Teclado,1936,231,Valencia,M,2,14,447216
940,Laptop,1227,251,Portugal,M,1,9,307977
941,Teclado,1069,7,Portugal,F,9,3,7483
942,Laptop,156,29,Madrid,F,1,12,4524
943,Audifonos,1426,152,Valencia,M,6,11,216752
944,Monitor,915,29,Portugal,F,1,5,26535
945,Audifonos,1402,150,Portugal,F,5,3,210300
946,Teclado,53,132,Valencia,M,8,6,6996
947,Teclado,1567,10,Valencia,M,9,2,15670
948,Smartphone,237,54,Barcelona,F,5,3,12798
949,Laptop,1059,203,Madrid,M,2,1,214977
950,Monitor,630,168,Madrid,F,2,5,105840
951,Laptop,1675,123,Barcelona,M,9,5,206025
952,Laptop,691,226,Portugal,F,3,4,156166
953,Teclado,1702,199,Barcelona,F,8,9,338698
954,Teclado,528,193,Valencia,M,7,3,101904
955,Monitor,1003,220,Portugal,F,4,5,220660
956,Smartphone,111,105,Madrid,M,2,2,11655
957,Smartphone,817,198,Barcelona,F,1,8,161766
958,Smartphone,961,124,Valencia,F,2,9,119164
959,Laptop,1658,19,Madrid,F,9,7,31502
960,Mouse,68,88,Barcelona,M,4,7,5984
961,Laptop,1783,110,Portugal,F,5,1,196130
962,Audifonos,1044,160,Barcelona,F,3,7,167040
963,Audifonos,769,193,Barcelona,F,6,1,148417
964,Monitor,726,152,Portugal,M,2,6,110352
965,Monitor,816,145,Portugal,M,9,13,118320
966,Teclado,1560,295,Portugal,M,9,4,460200
967,Teclado,506,185,Portugal,M,1,3,93610
968,Audifonos,349,155,Madrid,F,3,11,54095
969,Laptop,375,87,Portugal,F,8,5,32625
970,Audifonos,1699,25,Portugal,M,9,10,42475
971,Smartphone,1895,227,Portugal,M,1,10,430165
972,Smartphone,1276,209,Barcelona,F,5,13,266684
973,Laptop,1135,51,Portugal,M,3,4,57885
974,Monitor,1727,112,Portugal,M,4,13,193424
975,Mouse,757,287,Valencia,M,2,3,217259
976,Audifonos,1279,2,Portugal,F,2,5,2558
977,Mouse,1862,58,Valencia,F,4,9,107996
978,Teclado,1670,8,Madrid,M,9,3,13360
979,Laptop,1546,55,Madrid,M,6,3,85030
980,Audifonos,471,2,Barcelona,F,2,11,942
981,Mouse,468,87,Barcelona,M,3,7,40716
982,Laptop,1417,188,Madrid,M,8,1,266396
983,Teclado,660,239,Valencia,M,3,12,157740
984,Smartphone,1836,233,Valencia,F,9,11,427788
985,Smartphone,1923,167,Madrid,F,9,7,321141
986,Laptop,1929,232,Valencia,M,1,8,447528
987,Teclado,771,182,Valencia,M,8,9,140322
988,Laptop,380,294,Madrid,M,7,3,111720
989,Monitor,1046,38,Portugal,F,2,1,39748
990,Laptop,970,236,Portugal,F,9,4,228920
991,Monitor,706,199,Valencia,F,1,1,140494
992,Audifonos,739,107,Barcelona,F,4,9,79073
993,Teclado,1023,94,Barcelona,M,8,11,96162
994,Laptop,1981,189,Portugal,M,1,9,374409
995,Laptop,216,95,Valencia,M,1,3,20520
996,Smartphone,1082,24,Madrid,F,7,8,25968
997,Audifonos,1720,198,Valencia,M,5,9,340560
998,Laptop,527,68,Portugal,F,9,8,35836
999,Laptop,1906,105,Barcelona,F,3,3,200130
1000,Mouse,1765,185,Barcelona,F,4,7,326525
1001,Smartphone,219,19,Valencia,F,5,11,4161
1002,Monitor,489,73,Valencia,F,2,14,35697
1003,Monitor,112,36,Portugal,M,7,13,4032
1004,Mouse,1860,263,Barcelona,M,2,10,489180
1005,Teclado,1799,228,Barcelona,M,7,7,410172
1006,Mouse,308,52,Madrid,F,3,2,16016
1007,Monitor,1773,25,Barcelona,F,1,6,44325
1008,Mouse,313,191,Portugal,F,2,12,59783
1009,Laptop,557,195,Valencia,M,7,13,108615
1010,Laptop,1392,193,Madrid,F,3,5,268656
1011,Laptop,1138,96,Valencia,F,2,6,109248
1012,Laptop,1670,285,Portugal,F,5,3,475950
1013,Teclado,674,86,Barcelona,F,7,14,57964
1014,Smartphone,71,274,Barcelona,F,2,5,19454
1015,Smartphone,872,192,Madrid,M,4,7,167424
1016,Audifonos,945,213,Madrid,F,3,7,201285
1017,Smartphone,1524,287,Barcelona,F,8,4,437388
1018,Audifonos,87,21,Barcelona,F,8,3,1827
1019,Laptop,359,269,Barcelona,M,6,8,96571
1020,Audifonos,1923,183,Valencia,M,5,9,351909
1021,Mouse,278,69,Portugal,F,9,11,19182
1022,Mouse,1056,269,Madrid,M,8,1,284064
1023,Laptop,106,292,Barcelona,M,6,14,30952
1024,Audifonos,1422,145,Valencia,M,2,3,206190
1025,Monitor,1496,157,Portugal,F,9,5,234872
1026,Teclado,1456,70,Barcelona,F,2,14,101920
1027,Smartphone,1788,206,Valencia,F,9,1,368328
1028,Laptop,1329,295,Portugal,F,9,7,392055
1029,Mouse,442,124,Valencia,M,9,12,54808
1030,Teclado,1933,184,Valencia,F,4,6,355672
1031,Smartphone,1872,100,Madrid,F,4,4,187200
1032,Audifonos,759,18,Valencia,F,2,12,13662
1033,Teclado,83,175,Portugal,M,9,6,14525
1034,Monitor,1599,29,Valencia,F,8,10,46371
1035,Laptop,730,84,Madrid,F,4,7,61320
1036,Monitor,1401,5,Madrid,F,1,12,7005
1037,Mouse,66,141,Valencia,M,8,14,9306
1038,Teclado,1398,214,Valencia,M,2,13,299172
1039,Laptop,1501,158,Madrid,F,2,13,237158
1040,Audifonos,354,91,Madrid,M,3,6,32214
1041,Mouse,1114,4,Valencia,M,9,7,4456
1042,Monitor,1163,155,Barcelona,M,5,1,180265
1043,Mouse,1430,81,Madrid,M,9,1,115830
1044,Mouse,1862,220,Valencia,M,1,2,409640
1045,Mouse,281,208,Barcelona,M,6,13,58448
1046,Mouse,1122,130,Portugal,M,5,3,145860
1047,Mouse,371,223,Portugal,F,6,7,82733
1048,Laptop,1548,256,Portugal,F,5,8,396288
1049,Monitor,306,136,Madrid,M,8,10,41616
1050,Monitor,1513,2,Madrid,M,3,2,3026
1051,Teclado,560,136,Madrid,F,5,6,76160
1052,Monitor,461,113,Madrid,F,6,4,52093
1053,Smartphone,341,138,Madrid,M,9,12,47058
1054,Smartphone,299,156,Portugal,M,7,2,46644
1055,Audifonos,1554,175,Valencia,F,7,13,271950
1056,Laptop,1471,177,Valencia,F,6,13,260367
1057,Audifonos,720,29,Barcelona,M,7,12,20880
1058,Audifonos,1368,190,Barcelona,F,9,3,259920
1059,Audifonos,760,147,Valencia,M,6,7,111720
1060,Audifonos,1318,223,Barcelona,F,2,2,293914
1061,Mouse,1053,130,Valencia,M,1,12,136890
1062,Audifonos,123,219,Valencia,F,8,11,26937
